,logP,smiles,Temperature,pH
7427,3.4,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]([C](=[O])[c]2[s][c]([H])[c]([H])[c]2[H])[c]([H])[c]1[H])[C]([H])([H])[H],25.0,4.0
7428,3.4,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]([C](=[O])[c]2[s][c]([H])[c]([H])[c]2[H])[c]([H])[c]1[H])[C]([H])([H])[H],25.0,2.0
7429,3.4,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]([C](=[O])[c]2[s][c]([H])[c]([H])[c]2[H])[c]([H])[c]1[H])[C]([H])([H])[H],25.0,6.5
7445,2.98,[H][c]1[n][c](-[c]2[n][c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[n]2[C](=[O])[O][C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[s]1,21.0,6.0
7457,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,6.5
7458,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,2.0
7460,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,4.0
7463,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,2.0
7464,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,6.0
7465,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,1.2
7466,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,5.0
7467,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,4.0
7468,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,3.0
7469,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,7.98
7470,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,6.79
7471,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,7.0
7479,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,5.0
7480,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,2.45
7482,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,5.24
7483,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,4.38
7484,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,3.97
7485,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,4.5
7488,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,2.92
7489,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,3.5
7490,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,3.13
7491,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,1.12
7493,3.34,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,7.4
7494,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,1.1
7501,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],22.0,6.5
7503,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,5.21
7504,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,5.84
7505,3.24,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c]2[c]([H])[c]([O][C]([H])([H])[H])[c]([H])[c]([H])[c]2[c]1[H])[C]([H])([H])[H],25.0,4.23
7510,1.02,[H][O][C](=[O])[C]1([H])[N]([C](=[O])[C]([H])([H])[O][C](=[O])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],22.0,2.0
7517,2.25,[H][O][c]1[c]([H])[c](/[C]([H])=[C](/[C]#[N])[C](=[O])[N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([N+](=[O])[O-])[c]1[O][H],22.0,1.2
7518,2.25,[H][O][c]1[c]([H])[c](/[C]([H])=[C](/[C]#[N])[C](=[O])[N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([N+](=[O])[O-])[c]1[O][H],22.0,5.0
7520,2.25,[H][O][c]1[c]([H])[c](/[C]([H])=[C](/[C]#[N])[C](=[O])[N]([C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[c]([H])[c]([N+](=[O])[O-])[c]1[O][H],22.0,7.4
7524,-1.74,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([C](=[O])[O][C]([H])([H])[H])[c]1[H],25.0,6.11
7525,-1.74,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([C](=[O])[O][C]([H])([H])[H])[c]1[H],25.0,4.59
7526,-1.74,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([C](=[O])[O][C]([H])([H])[H])[c]1[H],25.0,5.42
7538,-0.59,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([O][C]([H])([H])[C]([H])([H])[Cl])[c]1[H],25.0,7.0
7539,-1.8,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([O][C]([H])([H])[C]([H])([H])[Cl])[c]1[H],20.0,8.4
7540,1.1,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([O][C]([H])([H])[C]([H])([H])[Cl])[c]1[H],20.0,7.0
7541,1.1,[H][c]1[c]([H])[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[c]2[n][c]([O][C]([H])([H])[H])[n][c]([C]([H])([H])[H])[n]2)[c]([O][C]([H])([H])[C]([H])([H])[Cl])[c]1[H],25.0,5.0
7585,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,6.07
7589,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,9.13
7590,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,6.12
7593,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,6.84
7598,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,8.61
7599,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,6.31
7600,0.91,[H][c]1[n][c]([N]([H])[H])[n][c]([N]([H])[H])[c]1[C]([H])([H])[c]1[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]1[H],32.0,5.79
7601,2.12,[H][c]1[c]([H])[c]([H])[c]2[c]([n][c]([N]([H])[C](=[O])[O][C]([H])([H])[H])[n]2[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],20.0,7.0
7626,1.75,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]1[c]([H])[c]([H])[n]2[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],37.0,10.0
7628,1.75,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]1[c]([H])[c]([H])[n]2[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],37.0,7.0
7629,1.75,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]1[c]([H])[c]([H])[n]2[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],37.0,9.0
7630,1.75,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]1[c]([H])[c]([H])[n]2[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],37.0,8.0
7636,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,3.35
7637,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,6.49
7639,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,6.38
7640,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,6.59
7641,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,5.97
7642,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,3.91
7643,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,5.41
7644,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,5.02
7645,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,6.69
7646,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,4.0
7647,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,3.3
7648,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,4.61
7649,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,5.51
7650,2.9,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[C]2([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,6.88
7660,1.45,[H][c]1[c]([H])[c]([S](=[O])(=[O])[N]([H])[C](=[O])[N]([H])[N]2[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]([H])[c]1[C]([H])([H])[H],37.0,7.2
7669,3.71,[H][c]1[c]([F])[c](=[O])[n]([H])[c](=[O])[n]1[C](=[O])[N]([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],37.0,4.0
7685,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,8.52
7687,0.16,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,8.97
7688,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,9.33
7690,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,8.62
7692,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,10.83
7693,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,11.44
7694,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,9.6
7697,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,10.09
7698,0.22,[H][O][C]([H])([C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C](=[O])[N]([H])[H])[c]([H])[c]1[H])[C]([H])([H])[N]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H],25.0,10.48
7701,2.25,[H][C]1=[C]([C]([C](=[O])[O][C]([H])([H])[C]([H])([H])[H])([C](=[O])[N]([H])[C](=[O])[N]([H])[C]([H])([H])[H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H],23.0,3.5
7713,6.11,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H],25.0,3.0
7731,4.25,[H][c]1[c]([H])[c]([H])[c](/[N]=[N]/[c]2[c]([H])[c]([H])[c]([N]([H])[N]=[C]([C]#[N])[C]#[N])[c]([H])[c]2[H])[c]([H])[c]1[H],25.0,7.2
7763,1.98,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,7.0
7765,1.98,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,9.46
7769,1.98,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,8.64
7771,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,5.0
7773,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,9.0
7774,1.98,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,9.3
7775,1.98,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,9.07
7776,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,10.0
7778,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,10.83
7779,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,2.5
7780,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,7.89
7781,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,6.32
7782,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,3.82
7783,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,4.6
7784,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,5.88
7785,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,2.94
7787,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,1.19
7788,2.24,[H][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],25.0,7.28
7795,1.72,[H][O][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,5.89
7796,1.72,[H][O][c]1[c]([H])[c]([H])[c]([C]2([c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])[C](=[O])[N]([H])[C](=[O])[N]2[H])[c]([H])[c]1[H],37.0,7.0
7799,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,3.45
7800,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,7.64
7801,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,9.45
7802,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,10.38
7803,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,6.65
7804,1.04,[H][O][C]1=[C]([H])/[C](=[N]\[c]2[c]([C]([H])([H])[H])[n][o][c]2[C]([H])([H])[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[C]1=[O],25.0,9.89
7808,3.99,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]([F])[c]1[H])[C]([H])([H])[H],25.0,6.47
7809,3.34,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]([F])[c]1[H])[C]([H])([H])[H],32.0,7.0
7810,3.99,[H][O][C](=[O])[C]([H])([c]1[c]([H])[c]([H])[c](-[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]([F])[c]1[H])[C]([H])([H])[H],25.0,6.55
